"Mountain"	"Elevation"	"Latitude"	"Longitude"
"Lysá skála"	419.0	50.6303	14.60845
"Mlýnský vrch"	389.0	50.58283333333333	14.698716666666666
"Ždánidla"	1308.0	49.10405	13.34705
"Sklářský vrch"	993.0	49.02361666666667	13.785983333333334
"Čupel"	943.0	49.52361666666667	18.425366666666665
"Pustý zámek"	933.0	50.2397	13.09975
"Strom"	771.0	49.66255	16.166116666666667
"Svidník"	739.0	49.39293333333333	14.9594
"Ostrý vrch"	672.0	49.42816666666667	18.047633333333334
"Lysý vrch"	643.0	50.865966666666665	15.000816666666667
"Kuželek"	638.0	49.32675	17.75135
"Šenovský vrch"	632.0	50.782916666666665	14.481366666666666
"Ptín"	573.0	49.45648333333333	13.378183333333332
"Mazova horka"	569.0	50.69873333333334	14.985216666666666
"Koníček"	507.0	50.37445	16.18305
"Na Kamenném"	502.0	49.52025	18.000016666666667
"Potštejn"	443.0	50.0779	16.3088
"Hněvín"	407.0	50.520516666666666	13.6332
"Přítlucká hora"	293.0	48.86375	16.772583333333333
"Kamenný vrch"	963.0	50.4456	13.034916666666666
"Špičák"	957.0	50.297466666666665	17.01155
"Tanečnice"	912.0	49.38686666666667	18.190566666666665
"Slepice"	867.0	48.756616666666666	14.607966666666666
"Lučenický vrch"	867.0	48.9758	14.054666666666666
"Na Kostele"	690.0	50.58651666666667	16.220783333333333
"Stříbrník"	507.0	50.73233333333334	14.848866666666666
"Ječný vrch"	502.0	51.00598333333333	14.324
"Pekelský vrch"	487.0	50.89425	15.167283333333334
"Srdov"	482.0	50.41728333333333	13.8208
"Sušina"	1321.0	50.173833333333334	16.86328333333333
"Božídarský Špičák"	1115.0	50.400983333333336	12.889283333333333
"Okolí"	956.0	48.69241666666667	14.243233333333333
"Ostrý"	886.0	50.206133333333334	17.355783333333335
"Čeřínek"	761.0	49.37675	15.436466666666666
"Háj"	758.0	50.2335	12.201766666666666
"Sochová"	741.0	49.385	17.7952
"Pustina"	626.0	49.97245	16.80763333333333
"Baba"	583.0	49.00225	14.560933333333333
"Neštětická hora"	534.0	49.76918333333333	14.56865
"Trojhora"	456.0	50.59236666666666	14.18995
"Na zámečku"	391.0	50.858716666666666	14.34825
"Strážiště"	362.0	50.552683333333334	14.062966666666666
"Káčov"	351.0	50.55075	14.985483333333333
"Šindelný vrch"	806.0	49.666533333333334	15.948183333333333
"Batkovy"	724.0	49.46451666666667	14.831433333333333
"Kukla"	674.0	50.622166666666665	14.127433333333334
"Vestec"	668.0	49.75095	15.764033333333334
"Zahálkovy skály"	610.0	49.6544	16.823166666666665
"Hůrecký vrch"	1099.0	49.13563333333333	13.33965
"Čertova hora"	1021.0	50.76133333333333	15.430483333333333
"Kyčera"	834.0	49.41975	18.424116666666666
"Černá skála"	731.0	49.38055	13.115033333333333
"Petruškovy vrchy"	720.0	50.69533333333333	15.38565
"Obřany"	704.0	49.366683333333334	17.73335
"Táhlina"	670.0	50.523066666666665	13.901833333333334
"Markétin vrch"	664.0	49.43646666666667	13.657866666666667
"Řasy"	642.0	49.079	15.066233333333333
"Holý vrch"	620.0	49.618433333333336	15.41245
"Lejškov"	487.0	49.89825	14.030533333333333
"Hamerský Špičák"	452.0	50.6898	14.850983333333334
"Podmolí"	401.0	48.8253	15.98505
"Nebovid"	370.0	49.135783333333336	16.5434
"Ládví"	359.0	50.1361	14.4646
"U Ruské věže"	912.0	50.20088333333333	13.073416666666667
"Pramenáč"	909.0	50.6992	13.731833333333332
"Krudum"	838.0	50.14008333333334	12.724816666666667
"Šibeník"	787.0	48.93431666666667	14.17195
"Božanovský Špičák"	773.0	50.5144	16.3151
"Ředice"	663.0	50.51658333333334	15.3394
"Pteč"	633.0	49.58485	14.103616666666667
"Chřibský vrch"	621.0	50.84246666666667	14.49215
"Michalův vrch"	602.0	49.91968333333333	16.785066666666665
"Pálenisko"	571.0	49.402566666666665	17.974583333333335
"Velká Kakada"	564.0	49.24381666666667	13.931083333333333
"Radešín"	550.0	50.697183333333335	14.059516666666667
"Dlouhá"	483.0	50.45285	13.7959
"Šroubený"	375.0	50.594033333333336	14.63635
"Uherčické staré hory"	313.0	48.94905	16.684433333333335
"Válečková Kyčera"	827.0	49.31135	18.245166666666666
"Mirotický vrch"	791.0	50.12513333333333	13.006033333333333
"Uhelný vrch"	773.0	50.14361666666667	12.912566666666667
"Turov"	603.0	50.51096666666667	16.148883333333334
"Zámecký vrch"	452.0	49.8984	13.90585
"Chrastenský vrch"	452.0	50.69878333333333	14.878633333333333
"Křížový vrch"	450.0	50.453516666666665	13.855833333333333
"Myšince"	353.0	49.02575	17.587633333333333
"Černá skála"	1042.0	50.708866666666665	15.565633333333333
"Jelení vrch"	956.0	48.65315	14.61055
"Bouda"	956.0	50.04548333333334	16.850833333333334
"Velký Roudný"	780.0	49.8912	17.5226
"Čečetkov"	687.0	49.39418333333333	17.848783333333333
"Lhota"	571.0	50.527	13.9348
"Kubačka"	543.0	50.57098333333333	14.0089
"Holý vrch"	516.0	49.81013333333333	14.483866666666668
"Dránský žlíbek"	512.0	49.38823333333333	16.573816666666666
"Kotouč"	511.0	49.583983333333336	18.1124
"Chlum"	506.0	49.771633333333334	14.60855
"Rovný"	377.0	50.6296	13.97765
"Polom"	1295.0	49.1304	13.2886
"Kluč"	892.0	50.05863333333333	17.10868333333333
"Javornická hůra"	583.0	49.6809	15.014533333333333
"Besedná"	498.0	49.76455	14.376433333333333
"Strážnice"	494.0	50.23195	17.598483333333334
"Červená hora"	486.0	49.827616666666664	14.405933333333333
"Chlum"	450.0	50.3944	15.5683
"Malý Sněžník"	1327.0	50.19245	16.8147
"Vysoký les"	942.0	48.93878333333333	13.91975
"Szeroka"	839.0	50.66855	15.99805
"Kříchová"	776.0	48.776266666666665	14.336333333333334
"Hradisko"	760.0	49.154466666666664	15.3375
"Trmovský vrch"	744.0	50.27	13.14965
"Andělská hora"	717.0	50.2056	12.963766666666666
"Hrby"	627.0	49.56548333333333	14.253133333333333
"Homolka"	615.0	49.03041666666667	14.988866666666667
"Ostrý"	539.0	49.820233333333334	13.9593
"Popovičský vrch"	530.0	50.793866666666666	14.284483333333334
"Kotel"	1435.0	50.752316666666665	15.5298
"Lyra"	1103.0	50.09726666666667	17.291533333333334
"Vrchmezí"	1084.0	50.353233333333336	16.360683333333334
"Černý les"	1007.0	48.837633333333336	13.979883333333333
"Buková"	836.0	50.76038333333333	15.244066666666667
"Kalený vrch"	828.0	49.1257	13.753716666666667
"Nad Maráskem"	805.0	49.59288333333333	13.7283
"Sokol"	668.0	50.82488333333333	14.533016666666667
"Na Nivách"	662.0	49.41733333333333	16.057716666666668
"Ve Vrších"	590.0	49.58603333333333	16.627166666666668
"Velký Kameník"	577.0	49.097766666666665	14.444716666666666
"Vrchy"	532.0	49.30458333333333	14.638666666666667
"Partyzánský vrch"	531.0	50.997283333333336	14.405483333333333
"Lípa"	504.0	49.9352	13.736316666666667
"Strážný"	492.0	50.759766666666664	14.6062
"Pecopala"	453.0	50.593466666666664	14.702383333333334
"Větrník"	394.0	49.1974	16.98443333333333
"Kraví hora"	378.0	50.638416666666664	14.57055
